algorithm,n_nodes,c,seed,total_time,K,history
betweenness,2000,10,1,13.7244,1006,"[[2000, 0.0], [1006, 3.4256], [1006, 13.7244]]"
degree,2000,10,1,0.0458,1006,"[[2000, 0.0], [1006, 0.0114], [1006, 0.0458]]"
degree_connected,2000,10,1,9.8782,1006,"[[2000, 0.0], [1006, 2.4561], [1006, 9.8782]]"
degree_discount,2000,10,1,0.1983,1005,"[[2000, 0.0], [1005, 0.0491], [1005, 0.1983]]"
degree_threshold,2000,10,1,0.0318,502,"[[2000, 0.0], [1000, 0.0058], [502, 0.0189], [502, 0.0318]]"
high_thetas,2000,10,1,0.2564,300,"[[2000, 0.0], [1000, 0.0056], [500, 0.0174], [375, 0.0399], [312, 0.0814], [304, 0.161], [300, 0.2174], [300, 0.2564]]"
betweenness,2000,10,2,13.8371,1008,"[[2000, 0.0], [1008, 3.4638], [1008, 13.8371]]"
degree,2000,10,2,0.0467,1012,"[[2000, 0.0], [1012, 0.0094], [1012, 0.0467]]"
degree_connected,2000,10,2,12.2896,1012,"[[2000, 0.0], [1012, 2.4282], [1012, 12.2896]]"
degree_discount,2000,10,2,0.1413,1003,"[[2000, 0.0], [1003, 0.0476], [1003, 0.1413]]"
degree_threshold,2000,10,2,0.0419,504,"[[2000, 0.0], [1000, 0.0073], [504, 0.0189], [504, 0.0419]]"
high_thetas,2000,10,2,0.183,329,"[[2000, 0.0], [1000, 0.0046], [500, 0.0175], [375, 0.0434], [343, 0.0768], [335, 0.1126], [331, 0.1456], [329, 0.1786], [329, 0.183]]"
betweenness,2000,10,3,17.2914,1010,"[[2000, 0.0], [1010, 3.46], [1010, 17.2914]]"
degree,2000,10,3,0.042,1013,"[[2000, 0.0], [1013, 0.0085], [1013, 0.042]]"
degree_connected,2000,10,3,12.3181,1012,"[[2000, 0.0], [1012, 2.4336], [1012, 12.3181]]"
degree_discount,2000,10,3,0.1799,1005,"[[2000, 0.0], [1005, 0.0473], [1005, 0.1799]]"
degree_threshold,2000,10,3,0.0229,1005,"[[2000, 0.0], [1005, 0.0058], [1005, 0.0229]]"
high_thetas,2000,10,3,0.2112,345,"[[2000, 0.0], [1000, 0.0047], [500, 0.0153], [375, 0.0392], [359, 0.0811], [351, 0.1186], [347, 0.1604], [345, 0.2024], [345, 0.2112]]"
betweenness,2000,10,7,17.2514,1013,"[[2000, 0.0], [1013, 3.4477], [1013, 17.2514]]"
degree,2000,10,7,0.048,1013,"[[2000, 0.0], [1013, 0.0105], [1013, 0.048]]"
degree_connected,2000,10,7,12.4428,1013,"[[2000, 0.0], [1013, 2.4554], [1013, 12.4428]]"
degree_discount,2000,10,7,0.1388,1008,"[[2000, 0.0], [1013, 0.048], [1008, 0.0941], [1008, 0.1388]]"
degree_threshold,2000,10,7,0.0304,502,"[[2000, 0.0], [1000, 0.0066], [502, 0.0186], [502, 0.0304]]"
high_thetas,2000,10,7,0.2113,304,"[[2000, 0.0], [1000, 0.0046], [500, 0.0155], [375, 0.0429], [312, 0.0854], [304, 0.1583], [304, 0.2113]]"
betweenness,2000,10,13,10.436,1003,"[[2000, 0.0], [1003, 3.4828], [1003, 10.436]]"
degree,2000,10,13,0.026,1003,"[[2000, 0.0], [1003, 0.0087], [1003, 0.026]]"
degree_connected,2000,10,13,7.3277,1003,"[[2000, 0.0], [1003, 2.4385], [1003, 7.3277]]"
degree_discount,2000,10,13,0.2194,1013,"[[2000, 0.0], [1013, 0.0459], [1013, 0.2194]]"
degree_threshold,2000,10,13,0.027,502,"[[2000, 0.0], [1000, 0.0056], [502, 0.0163], [502, 0.027]]"
high_thetas,2000,10,13,0.2911,258,"[[2000, 0.0], [1000, 0.0046], [500, 0.0137], [375, 0.0519], [312, 0.0732], [281, 0.1004], [265, 0.1321], [261, 0.1983], [259, 0.2423], [258, 0.291], [258, 0.2911]]"
betweenness,2000,10,17,17.4045,1012,"[[2000, 0.0], [1012, 3.482], [1012, 17.4045]]"
degree,2000,10,17,0.0579,1022,"[[2000, 0.0], [1022, 0.0098], [1022, 0.0579]]"
degree_connected,2000,10,17,12.3949,1016,"[[2000, 0.0], [1022, 2.434], [1016, 4.9149], [1016, 12.3949]]"
degree_discount,2000,10,17,0.1394,1003,"[[2000, 0.0], [1003, 0.0484], [1003, 0.1394]]"
degree_threshold,2000,10,17,0.0132,1002,"[[2000, 0.0], [1002, 0.0066], [1002, 0.0132]]"
high_thetas,2000,10,17,0.1552,340,"[[2000, 0.0], [1000, 0.0047], [500, 0.0169], [375, 0.0419], [343, 0.0767], [341, 0.1244], [340, 0.1552], [340, 0.1552]]"
betweenness,2000,10,42,6.9077,1002,"[[2000, 0.0], [1002, 3.4491], [1002, 6.9077]]"
degree,2000,10,42,0.0288,1004,"[[2000, 0.0], [1004, 0.0097], [1004, 0.0288]]"
degree_connected,2000,10,42,7.3653,1004,"[[2000, 0.0], [1004, 2.4481], [1004, 7.3653]]"
degree_discount,2000,10,42,0.2271,1015,"[[2000, 0.0], [1015, 0.0462], [1015, 0.2271]]"
degree_threshold,2000,10,42,0.1177,255,"[[2000, 0.0], [1000, 0.0058], [500, 0.0177], [255, 0.0428], [255, 0.1177]]"
high_thetas,2000,10,42,0.2052,317,"[[2000, 0.0], [1000, 0.0047], [500, 0.0157], [375, 0.0392], [343, 0.0723], [327, 0.1085], [319, 0.1527], [317, 0.201], [317, 0.2052]]"
betweenness,2000,10,53,13.8072,1005,"[[2000, 0.0], [1005, 3.4441], [1005, 13.8072]]"
degree,2000,10,53,0.0307,1003,"[[2000, 0.0], [1003, 0.0103], [1003, 0.0307]]"
degree_connected,2000,10,53,7.3658,1004,"[[2000, 0.0], [1004, 2.4481], [1004, 7.3658]]"
degree_discount,2000,10,53,0.0905,1002,"[[2000, 0.0], [1002, 0.0467], [1002, 0.0905]]"
degree_threshold,2000,10,53,0.1241,255,"[[2000, 0.0], [1000, 0.0057], [500, 0.0172], [255, 0.0442], [255, 0.1241]]"
high_thetas,2000,10,53,0.461,274,"[[2000, 0.0], [1000, 0.0046], [500, 0.0142], [375, 0.0402], [312, 0.0747], [281, 0.1388], [277, 0.2951], [275, 0.3779], [274, 0.461], [274, 0.461]]"
betweenness,2000,10,99,13.7895,1007,"[[2000, 0.0], [1007, 3.4382], [1007, 13.7895]]"
degree,2000,10,99,0.0415,1006,"[[2000, 0.0], [1006, 0.0104], [1006, 0.0415]]"
degree_connected,2000,10,99,9.7913,1006,"[[2000, 0.0], [1006, 2.4352], [1006, 9.7913]]"
degree_discount,2000,10,99,0.235,1015,"[[2000, 0.0], [1015, 0.0486], [1015, 0.235]]"
degree_threshold,2000,10,99,0.0192,1004,"[[2000, 0.0], [1004, 0.0065], [1004, 0.0192]]"
high_thetas,2000,10,99,0.3192,357,"[[2000, 0.0], [1000, 0.0046], [500, 0.0174], [375, 0.0679], [359, 0.162], [357, 0.2935], [357, 0.3192]]"
betweenness,2000,10,101,10.4606,1003,"[[2000, 0.0], [1003, 3.4894], [1003, 10.4606]]"
degree,2000,10,101,0.0206,1002,"[[2000, 0.0], [1002, 0.0103], [1002, 0.0206]]"
degree_connected,2000,10,101,4.8952,1002,"[[2000, 0.0], [1002, 2.4461], [1002, 4.8952]]"
degree_discount,2000,10,101,0.1295,1003,"[[2000, 0.0], [1003, 0.0443], [1003, 0.1295]]"
degree_threshold,2000,10,101,0.1258,263,"[[2000, 0.0], [1000, 0.0073], [500, 0.0187], [263, 0.0404], [263, 0.1258]]"
high_thetas,2000,10,101,0.1919,306,"[[2000, 0.0], [1000, 0.0046], [500, 0.0152], [375, 0.0428], [312, 0.0838], [308, 0.1428], [306, 0.1861], [306, 0.1919]]"
betweenness,2000,20,1,17.3122,1009,"[[2000, 0.0], [1009, 3.463], [1009, 17.3122]]"
degree,2000,20,1,0.054,1009,"[[2000, 0.0], [1009, 0.0114], [1009, 0.054]]"
degree_connected,2000,20,1,9.9041,1008,"[[2000, 0.0], [1008, 2.4585], [1008, 9.9041]]"
degree_discount,2000,20,1,0.2783,1022,"[[2000, 0.0], [1022, 0.0466], [1022, 0.2783]]"
degree_threshold,2000,20,1,0.0614,508,"[[2000, 0.0], [1000, 0.0059], [508, 0.0199], [508, 0.0614]]"
high_thetas,2000,20,1,0.2777,305,"[[2000, 0.0], [1000, 0.0054], [500, 0.0169], [375, 0.0399], [312, 0.0826], [308, 0.1784], [306, 0.2273], [305, 0.2777], [305, 0.2777]]"
betweenness,2000,20,2,20.6389,1022,"[[2000, 0.0], [1022, 3.4381], [1022, 20.6389]]"
degree,2000,20,2,0.0514,1012,"[[2000, 0.0], [1012, 0.0104], [1012, 0.0514]]"
degree_connected,2000,20,2,12.3155,1012,"[[2000, 0.0], [1012, 2.431], [1012, 12.3155]]"
degree_discount,2000,20,2,0.264,1022,"[[2000, 0.0], [1022, 0.0453], [1022, 0.264]]"
degree_threshold,2000,20,2,0.0169,1003,"[[2000, 0.0], [1003, 0.0057], [1003, 0.0169]]"
high_thetas,2000,20,2,0.1891,329,"[[2000, 0.0], [1000, 0.0046], [500, 0.0176], [375, 0.0439], [343, 0.0794], [335, 0.1148], [331, 0.1502], [329, 0.1874], [329, 0.1891]]"
betweenness,2000,20,3,17.1863,1011,"[[2000, 0.0], [1011, 3.4438], [1011, 17.1863]]"
degree,2000,20,3,0.0419,1013,"[[2000, 0.0], [1013, 0.0085], [1013, 0.0419]]"
degree_connected,2000,20,3,12.2931,1012,"[[2000, 0.0], [1012, 2.429], [1012, 12.2931]]"
degree_discount,2000,20,3,0.2157,1012,"[[2000, 0.0], [1012, 0.0461], [1012, 0.2157]]"
degree_threshold,2000,20,3,0.0222,1006,"[[2000, 0.0], [1006, 0.0056], [1006, 0.0222]]"
high_thetas,2000,20,3,0.1599,353,"[[2000, 0.0], [1000, 0.0053], [500, 0.0156], [375, 0.0388], [359, 0.0752], [355, 0.109], [353, 0.1512], [353, 0.1599]]"
betweenness,2000,20,7,17.2541,1013,"[[2000, 0.0], [1013, 3.4624], [1013, 17.2541]]"
degree,2000,20,7,0.0514,1013,"[[2000, 0.0], [1013, 0.0103], [1013, 0.0514]]"
degree_connected,2000,20,7,12.4488,1013,"[[2000, 0.0], [1013, 2.4575], [1013, 12.4488]]"
degree_discount,2000,20,7,0.18,1007,"[[2000, 0.0], [1007, 0.046], [1007, 0.18]]"
degree_threshold,2000,20,7,0.0225,1006,"[[2000, 0.0], [1006, 0.0057], [1006, 0.0225]]"
high_thetas,2000,20,7,0.1917,304,"[[2000, 0.0], [1000, 0.0045], [500, 0.0153], [375, 0.0396], [312, 0.085], [304, 0.1655], [304, 0.1917]]"
betweenness,2000,20,13,13.8585,1005,"[[2000, 0.0], [1005, 3.4706], [1005, 13.8585]]"
degree,2000,20,13,0.0347,1005,"[[2000, 0.0], [1005, 0.0088], [1005, 0.0347]]"
degree_connected,2000,20,13,9.784,1005,"[[2000, 0.0], [1005, 2.4361], [1005, 9.784]]"
degree_discount,2000,20,13,0.2638,1020,"[[2000, 0.0], [1020, 0.0442], [1020, 0.2638]]"
degree_threshold,2000,20,13,0.038,503,"[[2000, 0.0], [1000, 0.0056], [503, 0.0164], [503, 0.038]]"
high_thetas,2000,20,13,0.2645,260,"[[2000, 0.0], [1000, 0.0046], [500, 0.0137], [375, 0.051], [312, 0.0726], [281, 0.1015], [265, 0.1334], [261, 0.1963], [260, 0.2645], [260, 0.2645]]"
betweenness,2000,20,17,20.7992,1024,"[[2000, 0.0], [1024, 3.4553], [1024, 20.7992]]"
degree,2000,20,17,0.0547,1025,"[[2000, 0.0], [1025, 0.0095], [1025, 0.0547]]"
degree_connected,2000,20,17,15.0031,1025,"[[2000, 0.0], [1025, 2.4316], [1025, 15.0031]]"
degree_discount,2000,20,17,0.2148,1018,"[[2000, 0.0], [1021, 0.0427], [1018, 0.0856], [1018, 0.2148]]"
degree_threshold,2000,20,17,0.0171,1003,"[[2000, 0.0], [1003, 0.0058], [1003, 0.0171]]"
high_thetas,2000,20,17,0.1232,341,"[[2000, 0.0], [1000, 0.0047], [500, 0.0168], [375, 0.0422], [343, 0.0765], [341, 0.119], [341, 0.1232]]"
betweenness,2000,20,42,13.7529,1007,"[[2000, 0.0], [1007, 3.4349], [1007, 13.7529]]"
degree,2000,20,42,0.0502,1018,"[[2000, 0.0], [1022, 0.0088], [1018, 0.0193], [1018, 0.0502]]"
degree_connected,2000,20,42,9.8636,1007,"[[2000, 0.0], [1007, 2.4521], [1007, 9.8636]]"
degree_discount,2000,20,42,0.2616,1026,"[[2000, 0.0], [1026, 0.0452], [1026, 0.2616]]"
degree_threshold,2000,20,42,0.0282,502,"[[2000, 0.0], [1000, 0.0064], [502, 0.0173], [502, 0.0282]]"
high_thetas,2000,20,42,0.1714,310,"[[2000, 0.0], [1000, 0.0046], [500, 0.0153], [375, 0.0386], [312, 0.0892], [310, 0.1594], [310, 0.1714]]"
betweenness,2000,20,53,17.2246,1009,"[[2000, 0.0], [1009, 3.4432], [1009, 17.2246]]"
degree,2000,20,53,0.0578,1022,"[[2000, 0.0], [1022, 0.0087], [1022, 0.0578]]"
degree_connected,2000,20,53,15.0875,1024,"[[2000, 0.0], [1024, 2.4484], [1024, 15.0875]]"
degree_discount,2000,20,53,0.1696,1005,"[[2000, 0.0], [1005, 0.0442], [1005, 0.1696]]"
degree_threshold,2000,20,53,0.0168,1003,"[[2000, 0.0], [1003, 0.0057], [1003, 0.0168]]"
high_thetas,2000,20,53,0.4044,284,"[[2000, 0.0], [1000, 0.0046], [500, 0.0149], [375, 0.0409], [312, 0.0778], [296, 0.1766], [288, 0.2394], [284, 0.3125], [284, 0.4044]]"
betweenness,2000,20,99,17.1982,1011,"[[2000, 0.0], [1011, 3.4404], [1011, 17.1982]]"
degree,2000,20,99,0.0479,1011,"[[2000, 0.0], [1011, 0.0096], [1011, 0.0479]]"
degree_connected,2000,20,99,12.3091,1011,"[[2000, 0.0], [1011, 2.4354], [1011, 12.3091]]"
degree_discount,2000,20,99,0.2682,1024,"[[2000, 0.0], [1024, 0.0473], [1024, 0.2682]]"
degree_threshold,2000,20,99,0.0228,1006,"[[2000, 0.0], [1006, 0.0058], [1006, 0.0228]]"
high_thetas,2000,20,99,0.329,360,"[[2000, 0.0], [1000, 0.0047], [500, 0.0178], [375, 0.0695], [367, 0.1541], [363, 0.209], [361, 0.269], [360, 0.329], [360, 0.329]]"
betweenness,2000,20,101,17.4852,1010,"[[2000, 0.0], [1010, 3.4996], [1010, 17.4852]]"
degree,2000,20,101,0.0473,1009,"[[2000, 0.0], [1009, 0.0095], [1009, 0.0473]]"
degree_connected,2000,20,101,12.3443,1009,"[[2000, 0.0], [1009, 2.4472], [1009, 12.3443]]"
degree_discount,2000,20,101,0.2194,1012,"[[2000, 0.0], [1012, 0.0466], [1012, 0.2194]]"
degree_threshold,2000,20,101,0.0223,1006,"[[2000, 0.0], [1006, 0.0057], [1006, 0.0223]]"
high_thetas,2000,20,101,0.1849,318,"[[2000, 0.0], [1000, 0.0046], [500, 0.0151], [375, 0.0413], [343, 0.0737], [327, 0.1059], [319, 0.1393], [318, 0.1849], [318, 0.1849]]"
